age,y
22,1
32,0
38,0
58,0
52,0
27,0
33,0
53,0
44,0
54,1
26,0
34,1
36,0
29,0
59,0
47,0
37,0
60,0
49,1
36,1
45,0
57,0
35,0
49,0
37,1
41,0
29,0
43,0
41,1
26,0
31,0
60,0
34,0
39,0
31,0
34,0
34,0
44,0
44,1
39,0
34,0
32,0
44,0
65,0
56,0
50,0
46,0
83,0
30,1
24,0
42,0
39,0
33,0
32,0
49,0
38,1
40,0
45,0
58,0
54,0
36,0
39,0
58,0
31,0
25,0
45,0
52,0
34,0
28,0
44,0
59,0
30,0
48,0
58,0
39,0
73,1
41,0
32,1
37,0
48,0
30,0
43,1
30,0
32,0
48,0
58,0
53,0
52,0
37,1
39,0
58,0
44,0
35,0
60,0
44,0
28,0
43,0
35,0
58,0
49,0
27,0
26,0
36,0
30,0
35,0
42,0
39,0
46,0
74,1
50,0
59,0
36,0
34,0
34,0
21,1
35,0
52,0
37,1
32,0
61,0
52,0
38,1
27,0
28,0
47,0
50,0
47,0
47,0
45,0
33,0
29,1
32,0
32,0
52,0
39,0
27,0
54,0
31,0
50,1
43,0
48,0
30,0
34,0
36,0
48,0
49,0
38,0
33,0
43,1
36,0
47,0
47,0
59,0
29,0
33,0
53,0
38,1
25,0
34,0
38,0
63,0
48,0
55,0
43,0
33,0
28,0
34,0
37,0
26,1
28,0
39,0
49,1
57,0
45,0
34,0
46,0
28,0
46,0
39,0
39,0
40,0
36,0
31,1
57,0
45,0
28,1
40,0
51,1
26,0
50,0
24,1
30,0
38,1
29,1
29,0
54,0
33,0
36,1
31,0
49,0
49,0
53,0
50,1
39,0
46,1
49,0
38,0
43,0
27,0
59,0
38,0
38,0
67,0
30,0
71,0
43,0
31,1
37,0
68,1
30,1
31,0
44,1
52,0
53,0
47,0
58,0
41,0
35,1
42,0
34,0
34,0
46,0
42,1
45,0
39,0
34,0
34,0
55,0
55,0
27,0
43,0
31,0
30,0
30,0
58,0
38,0
23,0
41,0
40,0
56,0
28,1
54,0
45,0
33,0
33,0
40,0
46,0
59,0
25,0
28,1
44,0
36,0
36,1
58,0
37,0
33,0
42,0
54,0
25,1
36,0
55,0
39,1
31,0
29,0
29,0
40,0
51,0
57,0
27,0
54,0
42,0
40,0
38,0
69,0
35,0
41,0
32,1
50,0
52,1
25,0
34,1
58,0
39,0
32,0
28,0
26,1
43,0
45,0
33,0
49,0
37,0
28,0
37,0
36,0
28,0
65,0
35,0
34,0
27,1
37,0
45,0
43,0
56,0
46,0
37,0
47,0
34,0
39,0
31,0
26,0
50,0
32,1
34,0
36,0
50,0
43,0
32,0
33,0
43,0
53,0
36,0
48,0
48,0
59,0
45,0
45,0
30,0
55,0
23,0
48,0
37,0
46,0
45,0
42,0
35,0
32,0
30,0
49,0
59,0
60,0
26,0
56,0
26,0
54,0
46,0
40,0
49,0
31,0
44,0
24,0
61,0
37,0
36,0
30,0
36,1
51,0
59,1
45,0
53,0
29,0
45,0
57,0
37,0
57,0
35,1
35,0
47,0
35,0
60,1
26,1
30,0
34,0
48,0
36,0
45,0
32,0
32,1
34,0
49,0
42,0
30,0
30,0
44,0
52,0
50,0
58,0
55,0
29,0
35,0
35,0
41,0
25,1
49,0
31,0
35,0
41,0
56,0
24,1
52,0
28,0
37,0
53,0
54,1
34,0
31,0
51,1
27,0
42,0
35,0
42,1
32,0
59,0
31,0
44,0
49,0
56,0
33,0
39,0
31,0
45,0
42,0
33,0
33,0
35,0
27,0
30,0
37,0
26,0
59,0
26,0
29,0
33,0
36,0
56,0
45,0
24,0
37,0
31,0
45,0
42,0
44,0
49,0
56,0
31,0
28,0
57,0
29,0
42,0
34,1
30,0
46,0
32,0
32,0
58,0
53,0
30,0
55,0
38,0
33,0
33,0
38,0
52,0
45,0
50,0
34,0
35,1
33,0
22,0
44,0
45,0
31,0
54,0
37,0
40,0
31,0
32,0
49,0
37,0
32,0
37,0
35,1
37,0
37,0
38,0
41,0
48,0
47,0
49,0
41,0
35,0
61,0
63,0
33,1
38,0
41,0
34,0
58,0
42,0
30,0
38,0
29,0
27,0
35,0
26,0
41,0
32,0
37,0
58,0
48,0
30,0
40,0
27,0
55,0
53,0
49,0
24,0
31,0
27,0
37,0
26,0
33,0
32,1
39,0
46,0
34,0
33,0
45,0
44,1
36,0
23,0
23,0
41,0
39,1
37,0
40,0
51,0
29,0
33,0
31,0
32,0
30,0
30,0
30,0
37,0
41,0
56,0
36,0
45,0
47,1
52,0
33,0
62,1
33,0
29,0
45,0
29,0
46,0
28,0
53,0
26,0
55,0
53,0
33,0
35,1
51,1
25,0
26,0
54,0
33,1
39,0
48,0
52,0
52,0
33,1
30,0
39,1
32,0
28,0
49,0
58,0
43,0
28,0
36,1
34,0
34,0
29,0
52,0
52,0
36,0
28,0
27,0
38,1
36,0
38,0
40,0
29,0
39,1
33,0
42,0
30,0
39,0
31,0
42,0
47,0
32,0
32,0
32,0
36,0
33,1
42,1
47,1
32,0
25,0
49,0
61,1
45,0
36,0
46,0
41,1
31,0
57,0
59,0
54,0
33,0
49,0
35,0
38,0
33,0
59,0
35,0
34,0
33,0
32,0
28,0
58,0
53,1
39,0
31,0
33,0
35,0
32,0
33,0
51,0
35,1
40,0
55,0
59,1
54,0
59,0
51,0
31,0
28,0
31,0
61,0
44,0
40,0
36,0
58,0
28,0
32,1
38,0
55,1
31,0
38,0
41,0
32,0
41,0
37,0
35,0
63,1
34,0
41,0
39,0
67,0
47,0
49,0
41,0
42,0
55,0
38,0
33,0
31,0
30,0
42,0
50,0
54,0
40,0
52,0
19,0
42,1
72,1
37,0
50,0
28,0
60,0
42,1
32,0
31,0
42,0
35,0
42,0
53,0
50,0
43,0
31,0
31,0
27,0
59,0
31,0
44,0
46,0
38,1
40,0
39,0
41,0
42,0
46,0
27,1
29,0
57,0
55,0
32,1
40,0
57,0
36,0
34,0
62,0
38,0
38,0
51,0
31,0
50,0
36,0
30,0
50,0
26,0
48,0
53,0
33,1
29,0
43,0
42,0
43,0
39,0
32,0
46,1
55,0
46,0
47,1
28,0
26,1
34,1
55,0
50,0
41,0
46,0
31,0
60,0
30,0
52,0
38,0
29,1
37,0
39,0
34,0
39,0
36,0
32,0
33,0
37,0
32,0
34,0
30,0
29,0
41,0
53,0
41,0
29,0
53,0
58,0
31,0
60,0
32,0
58,1
31,1
42,0
31,1
42,0
44,0
33,0
51,0
46,0
53,0
59,1
31,0
57,0
45,0
42,0
32,0
48,0
56,0
56,1
48,0
36,0
53,0
26,0
51,0
26,0
34,0
28,1
44,0
54,0
31,0
32,0
30,0
22,0
29,0
33,0
48,1
58,0
51,0
26,0
35,0
32,0
53,0
31,0
52,0
29,0
30,1
50,0
48,0
42,0
55,0
34,0
55,0
33,0
31,1
37,0
42,0
50,0
35,0
25,0
41,0
32,0
36,0
36,1
33,0
59,0
41,0
55,0
48,0
34,0
57,0
36,0
45,0
33,0
46,0
33,0
44,0
53,0
37,0
63,0
25,0
38,0
47,0
49,0
45,0
36,0
41,0
59,1
27,0
37,0
33,0
56,0
55,0
40,0
63,1
30,0
34,0
24,0
43,0
32,0
27,0
46,0
34,0
59,0
33,0
66,0
24,0
36,0
54,0
60,0
20,1
33,0
46,0
48,0
50,0
31,1
31,0
37,0
25,0
43,0
56,0
35,0
30,1
59,0
40,0
34,0
45,0
30,0
47,1
35,0
36,0
18,1
43,0
28,0
42,1
28,1
37,0
29,0
37,0
47,0
33,0
23,0
31,1
42,0
52,0
43,0
35,0
53,0
29,0
39,0
58,1
29,0
44,1
37,0
57,0
36,0
54,0
35,0
54,0
35,0
34,0
36,0
33,0
48,0
42,0
46,0
59,0
35,0
48,1
57,0
52,0
56,0
49,0
32,0
51,0
41,0
33,0
46,0
48,0
35,0
42,0
33,0
31,0
43,0
32,0
33,0
33,0
40,0
34,1
58,0
27,0
44,0
30,1
47,0
21,0
35,0
26,0
32,1
33,0
30,0
37,0
31,0
37,0
48,0
34,0
37,0
40,0
29,0
28,0
35,0
41,0
49,0
33,0
52,0
28,0
38,0
31,0
27,0
29,0
57,1
37,1
42,0
46,0
33,0
28,0
25,1
44,0
52,1
50,0
36,0
42,0
34,0
39,0
39,0
30,0
38,0
38,0
35,1
37,0
42,0
35,0
44,0
45,0
43,0
35,0
31,0
34,0
33,0
72,1
42,0
56,0
42,0
53,0
49,0
30,0
49,0
36,0
32,0
65,0
31,0
32,0
40,0
26,0
45,0
35,0
33,0
30,0
50,0
43,0
67,1
58,0
50,0
56,0
46,0
45,1
54,1
33,0
40,1
27,0
39,0
31,0
42,0
37,0
31,0
47,0
34,0
26,0
45,0
43,0
23,0
54,0
34,0
59,0
37,0
53,0
39,0
54,0
35,0
37,0
57,0
64,1
39,0
38,1
39,0
42,0
37,1
46,0
43,0
34,0
35,0
35,0
28,0
31,0
56,0
36,0
38,0
51,0
30,0
36,0
31,0
25,0
48,0
27,0
30,0
58,0
31,0
44,0
39,0
37,0
31,0
53,1
28,0
39,0
52,0
41,0
25,0
47,0
26,0
38,0
45,0
54,0
41,0
41,0
41,0
33,0
44,0
45,0
34,0
44,0
32,0
30,0
41,0
33,0
42,0
35,0
50,0
30,0
30,0
28,0
44,0
31,0
29,0
38,0
57,1
30,0
35,0
48,0
32,1
36,0
59,0
50,0
34,0
43,0
59,1
32,0
56,0
52,0
74,1
34,0
39,1
43,0
54,0
32,0
49,0
34,0
30,0
37,0
39,0
48,0
41,0
27,0
29,0
34,0
58,1
27,0
44,0
37,0
35,0
40,0
31,0
56,0
30,0
59,0
26,0
33,0
37,0
42,0
31,0
51,0
40,0
48,0
40,0
57,0
41,0
32,0
40,0
51,0
37,0
30,0
39,0
50,1
38,0
28,0
38,0
31,0
40,0
40,0
36,0
28,0
31,0
48,0
29,0
48,0
36,1
57,0
36,0
34,0
30,0
41,0
38,0
27,1
37,0
42,0
59,1
25,0
51,0
32,0
34,0
34,0
27,0
34,0
43,0
49,1
37,0
32,0
45,1
38,0
32,0
57,0
27,0
71,0
33,0
35,0
33,0
48,0
42,0
40,0
40,0
43,0
53,0
33,0
48,0
36,1
42,0
31,0
29,0
31,0
26,1
48,0
37,0
45,1
36,0
25,1
49,0
34,0
52,0
39,0
41,0
26,0
43,1
51,0
29,0
41,0
42,0
37,0
36,0
37,1
57,0
59,0
38,0
70,1
46,0
36,0
40,0
25,1
46,0
31,0
43,1
39,0
42,1
42,0
47,0
37,0
51,0
53,1
60,0
27,0
40,0
51,1
27,0
39,0
58,0
41,0
31,0
29,0
79,0
30,0
58,0
53,0
54,0
31,0
33,0
33,0
21,0
60,0
51,0
52,0
48,0
33,0
80,1
52,0
37,1
31,0
25,0
38,0
51,0
48,0
46,0
39,0
35,0
34,0
37,0
33,0
47,0
44,0
26,0
58,0
27,0
28,1
46,0
41,0
33,0
40,0
42,0
38,0
29,0
60,1
44,0
41,1
51,0
34,0
60,0
28,0
35,0
29,0
37,0
37,0
32,0
29,0
33,0
52,0
49,0
34,0
39,0
36,0
42,0
31,0
55,0
47,0
31,1
26,1
39,0
40,0
37,0
42,0
56,0
26,0
38,0
32,0
35,0
56,0
30,0
37,0
50,1
31,0
42,0
56,0
32,0
49,0
39,0
30,0
56,0
39,0
40,0
37,0
44,1
50,0
43,0
53,0
29,0
39,0
34,0
35,0
29,0
35,0
39,0
37,0
31,0
59,0
38,0
20,0
42,0
35,0
34,0
38,0
36,0
48,0
52,0
42,0
34,0
45,1
43,0
48,0
28,1
80,0
28,0
31,0
33,0
33,0
49,1
41,0
32,0
46,0
46,0
36,0
50,0
35,0
33,0
46,0
34,0
31,0
33,0
39,0
43,0
40,0
43,1
44,1
38,0
37,1
31,1
44,0
54,0
39,0
39,0
50,0
28,0
29,0
50,0
39,0
29,0
48,1
44,0
39,1
40,0
45,0
38,0
50,0
81,1
25,0
35,0
55,0
36,0
53,0
48,0
46,0
44,0
39,0
49,1
58,0
75,1
24,0
60,0
30,0
32,0
52,0
48,0
38,0
45,0
32,0
29,0
36,0
38,0
39,0
31,0
51,0
52,0
48,0
31,0
41,0
60,1
59,0
37,0
46,0
46,0
41,0
35,0
49,0
33,0
77,0
38,0
34,0
58,0
54,0
39,0
32,0
59,0
48,0
38,1
33,0
45,0
32,0
72,1
35,0
48,0
22,0
31,0
49,0
41,0
33,0
37,0
66,0
58,0
25,0
41,0
23,1
31,0
40,0
21,1
32,0
32,0
44,0
31,0
60,0
34,0
29,0
50,0
34,0
52,0
51,0
27,0
36,0
40,0
37,0
34,0
30,0
47,0
38,0
38,0
29,0
45,0
36,0
57,0
61,0
50,0
29,0
71,1
39,0
30,1
39,0
27,0
36,0
39,0
36,0
58,0
42,0
45,0
37,0
49,0
26,0
32,0
58,0
46,0
27,1
66,0
37,0
56,0
39,0
33,0
43,0
56,0
32,1
50,0
31,1
52,0
35,0
43,0
46,0
44,0
27,0
55,0
59,1
31,0
39,0
28,0
44,1
35,0
33,0
33,0
57,0
37,0
41,0
52,0
32,0
32,0
57,0
51,0
37,0
33,0
39,0
29,1
38,0
46,0
36,0
42,1
35,0
34,1
52,0
31,0
41,0
33,0
38,0
38,0
47,1
30,0
35,0
37,0
36,0
44,0
35,1
36,0
31,0
41,1
32,1
32,0
35,0
57,0
32,0
51,0
34,0
57,0
51,0
49,0
51,0
36,0
32,0
37,0
56,0
43,0
39,0
46,0
39,0
32,1
33,0
28,0
30,0
46,0
37,0
29,0
32,0
31,0
34,0
34,0
32,0
37,0
32,0
37,0
28,1
39,0
56,0
58,0
46,0
33,0
48,0
25,0
37,0
73,1
27,0
31,0
34,1
34,0
33,0
24,1
56,0
49,0
35,0
25,0
37,0
47,1
38,0
47,0
58,0
28,0
31,0
33,0
37,0
37,1
32,0
32,1
51,0
38,0
29,0
45,0
34,0
52,0
42,0
54,0
36,0
44,0
51,0
53,0
52,0
45,0
46,0
28,0
43,1
31,0
31,0
54,0
40,0
27,0
32,0
33,0
48,1
59,0
52,0
32,0
46,0
60,0
38,0
31,0
28,0
31,0
60,0
36,1
45,0
52,0
34,0
44,0
34,0
40,0
41,0
41,0
56,0
60,0
48,1
34,0
32,0
50,0
27,0
40,1
30,0
44,0
53,0
41,0
41,0
33,0
58,0
45,0
40,0
46,0
39,0
47,1
30,1
72,1
29,1
34,1
49,1
45,0
44,0
45,0
53,0
59,1
42,0
30,0
49,0
36,1
27,0
52,0
45,0
47,0
60,0
30,0
36,0
58,0
32,0
56,0
32,0
70,0
44,0
45,0
28,0
35,1
37,0
36,0
34,0
33,0
27,0
47,0
49,1
36,0
50,0
54,0
27,0
36,0
37,0
36,0
51,0
43,1
26,0
54,0
33,0
35,0
36,0
40,0
44,0
32,1
35,0
31,0
54,0
42,0
32,0
47,0
32,0
42,0
35,0
51,0
57,0
32,0
51,0
40,0
40,0
35,0
31,0
54,0
56,0
49,0
30,1
44,0
41,0
55,0
31,0
41,0
53,0
48,1
35,0
49,0
33,0
49,0
41,0
59,0
29,1
51,0
47,0
46,0
44,0
55,0
53,0
27,0
39,0
36,0
45,0
50,0
53,0
58,0
39,0
41,0
36,0
47,0
35,0
51,0
54,0
26,0
41,0
60,0
30,0
60,0
55,0
37,0
35,0
31,0
53,0
52,0
23,0
34,0
42,0
36,0
36,0
35,0
29,0
22,1
34,0
31,1
40,0
27,0
48,1
38,1
55,0
64,1
48,0
31,0
47,0
31,0
46,0
25,0
47,0
43,0
30,0
41,0
43,0
78,1
32,0
36,0
58,1
31,0
53,1
54,0
27,0
50,0
29,0
55,0
28,0
72,1
42,0
37,0
37,0
47,0
36,0
41,0
33,0
39,0
49,0
36,0
35,0
56,0
50,0
27,0
20,0
35,0
53,0
57,0
66,1
49,0
39,0
58,0
36,0
40,0
51,0
40,1
33,0
46,0
32,0
31,0
41,1
49,0
46,0
56,0
30,0
40,0
30,0
34,0
25,0
37,0
32,0
55,0
31,0
34,0
37,0
38,0
44,0
36,0
36,0
53,1
50,0
58,0
59,0
55,0
45,0
33,1
33,0
59,0
35,0
36,0
56,0
30,0
47,0
42,0
46,1
59,0
49,0
37,0
35,1
29,0
39,0
39,0
37,0
65,0
32,0
35,0
44,0
33,0
34,0
44,0
61,1
45,0
45,0
38,0
53,0
29,0
38,0
36,0
38,0
34,0
45,1
30,0
55,0
31,0
31,0
27,0
45,0
44,0
28,0
29,0
41,0
78,0
45,0
21,0
31,0
30,0
26,0
51,0
30,0
63,0
55,0
41,0
30,0
43,0
31,0
41,1
36,0
26,0
33,0
33,0
46,0
25,0
35,0
27,0
51,0
36,0
30,0
34,0
23,1
40,0
40,0
42,0
32,0
36,0
51,0
42,0
31,0
56,0
55,0
32,0
49,0
37,1
33,1
36,0
29,1
40,0
34,0
37,1
58,0
51,0
38,0
46,0
30,0
29,0
35,0
45,0
75,0
41,0
56,0
73,1
35,0
37,0
50,0
33,0
24,0
56,0
55,0
41,0
46,1
56,0
30,0
45,0
23,0
32,0
26,0
56,0
29,0
45,0
37,0
41,0
37,0
46,0
32,0
33,0
49,0
33,0
70,0
55,0
53,0
40,0
41,0
58,0
43,0
39,1
29,0
57,1
31,0
30,0
44,1
58,0
52,0
39,0
31,0
46,0
41,0
35,0
40,0
45,0
41,1
48,0
60,0
24,1
38,0
36,0
50,0
32,0
56,0
29,0
38,0
57,0
58,0
54,0
44,0
33,0
33,0
42,0
35,0
30,0
32,0
29,1
31,1
30,0
40,0
45,0
28,1
45,0
34,0
29,1
22,0
53,0
41,0
47,0
52,0
35,0
29,1
33,0
34,0
52,0
40,0
55,0
47,0
56,0
35,0
28,0
23,0
42,0
32,1
42,0
41,0
45,0
31,0
46,0
43,0
36,1
32,0
37,0
44,0
52,1
30,0
56,0
36,0
42,1
24,0
50,1
50,0
57,0
58,1
22,0
37,0
50,1
34,0
42,0
51,0
41,0
53,0
36,0
30,0
41,0
41,0
47,1
30,1
32,0
40,0
30,0
46,0
41,0
37,0
41,0
35,0
27,0
48,0
33,0
37,0
32,0
36,0
55,0
37,0
50,0
59,0
30,0
35,1
40,0
30,0
33,0
52,0
27,0
37,0
37,0
31,0
31,1
59,0
41,0
33,0
41,0
45,0
33,0
36,0
60,0
25,0
34,0
32,0
42,0
39,0
55,0
38,0
32,0
48,0
55,0
30,0
47,0
25,0
32,0
36,0
35,0
25,0
26,0
30,1
55,0
41,0
31,0
37,0
35,0
36,0
56,0
34,0
28,0
33,0
31,0
35,0
51,0
47,1
26,0
30,0
33,0
33,0
40,0
25,1
40,0
38,0
35,0
34,0
39,0
32,0
28,0
29,0
34,0
54,0
38,0
51,0
28,1
42,0
43,0
61,1
53,0
40,0
40,0
22,1
37,0
34,0
37,0
30,1
29,0
31,0
60,0
70,0
54,0
34,0
37,0
37,0
40,0
35,0
60,0
54,1
33,0
55,0
45,0
33,0
58,0
35,0
44,0
37,0
35,0
38,0
40,0
57,0
28,0
30,0
43,0
46,0
36,0
37,0
31,0
33,0
37,0
37,0
26,0
18,0
57,0
41,0
31,0
38,0
43,0
45,0
36,0
60,0
52,0
35,0
59,0
36,0
44,0
45,0
42,0
52,1
36,0
41,0
53,0
34,0
29,0
41,0
23,0
31,0
43,0
54,0
31,0
29,0
26,0
33,0
38,1
52,1
34,0
33,0
30,0
31,0
33,0
37,0
36,0
34,0
32,0
51,0
38,1
28,1
25,0
73,1
35,0
41,0
46,0
41,0
37,0
45,0
31,0
40,0
34,0
32,1
39,0
41,0
56,0
28,1
34,0
73,0
39,0
58,0
41,0
55,0
51,0
29,0
50,0
42,0
23,1
32,0
31,0
28,0
45,0
25,1
32,0
53,0
32,0
51,0
38,0
58,0
41,0
43,0
50,0
37,0
58,0
29,1
56,0
33,1
40,0
32,0
40,0
36,1
33,0
72,1
30,0
36,0
57,0
36,0
57,0
41,0
45,0
35,0
35,0
60,0
36,0
57,0
32,0
51,0
52,0
36,0
26,0
28,1
37,0
29,1
31,0
43,0
34,0
42,0
44,0
27,0
60,1
36,0
28,0
59,0
31,0
37,0
30,0
33,0
52,0
29,0
34,0
59,0
24,1
47,0
43,1
33,0
38,0
49,0
33,0
37,1
36,0
40,0
56,1
35,0
42,0
43,0
48,0
57,0
34,0
32,0
36,0
32,1
25,0
27,0
45,0
58,0
83,1
44,1
31,0
51,0
45,0
36,0
47,0
32,0
47,0
38,0
34,1
38,0
37,1
41,0
42,0
54,1
31,0
37,1
50,0
35,0
27,0
41,0
46,0
38,0
38,0
39,0
42,0
33,1
58,0
36,0
47,0
30,1
30,1
60,0
34,0
49,0
37,0
40,0
28,0
31,0
44,0
36,0
48,1
31,0
21,0
34,0
48,0
49,1
30,0
27,0
52,0
42,0
38,0
34,0
33,0
40,1
52,0
47,0
40,0
31,0
37,0
67,0
55,0
30,0
59,0
49,0
34,0
46,0
27,0
70,0
41,0
50,0
38,0
60,0
53,0
42,0
43,0
30,0
47,0
26,0
42,0
53,1
30,0
36,0
30,0
38,0
54,0
44,0
32,0
27,0
40,0
35,0
59,0
49,0
30,0
36,0
39,0
52,0
37,0
36,0
30,0
55,0
26,0
49,1
36,1
42,0
35,0
30,0
38,0
63,1
35,0
54,0
31,0
59,1
26,0
26,0
32,0
36,0
30,0
29,1
39,0
55,0
53,0
30,0
41,0
32,0
44,0
31,0
46,0
39,0
37,0
51,0
35,0
51,0
54,0
43,0
31,0
39,0
30,0
32,0
39,0
34,0
35,0
33,0
32,0
33,0
42,0
42,0
42,0
28,1
39,0
31,0
38,0
33,0
35,0
48,0
36,0
62,1
29,0
49,0
54,0
35,0
40,0
41,0
49,0
43,0
50,0
35,0
47,0
32,0
31,0
35,1
46,0
41,0
31,0
86,1
37,0
30,0
51,0
38,0
36,0
60,0
30,0
34,1
40,0
36,0
30,1
34,1
27,0
33,0
28,0
40,0
30,0
60,0
44,0
58,0
35,0
60,0
55,0
40,1
53,0
49,0
39,0
42,0
30,1
36,0
32,1
43,0
32,0
31,0
32,0
29,0
53,0
38,0
40,0
26,0
37,0
32,0
20,0
43,0
50,0
36,0
33,0
51,1
36,0
59,0
47,0
28,0
29,0
46,1
57,0
30,0
36,0
44,0
34,0
51,0
50,0
32,0
47,0
33,0
55,0
42,0
36,0
50,1
28,1
44,0
31,0
25,1
49,0
37,0
35,0
69,0
56,0
35,0
47,0
35,0
30,0
32,0
33,0
37,0
64,1
47,0
41,0
55,0
34,0
26,0
49,0
30,0
37,1
43,0
34,0
55,0
48,0
35,0
34,1
33,0
54,0
33,0
55,0
33,0
35,0
30,0
35,0
48,0
35,1
57,0
35,1
56,0
32,0
27,0
31,0
35,0
32,1
26,1
43,0
39,0
33,0
29,0
59,0
37,0
45,0
50,0
35,0
29,0
43,0
50,0
35,1
36,0
26,0
31,0
47,0
31,0
30,1
36,0
40,0
41,0
35,0
44,0
47,0
41,0
53,0
38,0
45,0
54,1
56,0
51,0
32,0
30,0
30,0
44,0
32,1
26,0
26,0
34,0
46,0
48,0
46,0
40,0
38,0
44,0
44,0
32,0
29,0
22,0
32,0
31,0
30,0
49,1
39,0
40,0
27,1
39,0
40,0
40,0
52,0
27,0
57,0
37,1
35,0
59,0
43,0
43,0
55,1
54,0
29,0
48,0
48,0
39,0
27,0
27,0
47,1
34,0
30,1
47,0
27,1
38,0
29,0
52,0
42,0
35,0
36,0
61,0
33,0
36,0
33,0
33,0
42,0
48,0
32,0
27,0
31,0
36,0
55,0
46,0
39,1
41,0
39,0
37,1
29,0
59,0
32,0
30,0
36,1
24,0
35,0
40,0
24,1
29,0
46,0
41,0
58,0
38,0
48,0
32,0
55,0
37,0
42,0
40,0
26,0
30,0
52,0
43,0
55,0
38,0
30,1
35,1
45,1
35,0
40,1
30,0
42,0
53,0
34,0
37,0
36,0
30,0
38,0
46,0
33,0
50,0
39,0
44,0
59,1
33,0
43,0
38,0
47,0
52,0
46,0
31,0
43,0
45,0
36,0
36,1
43,0
40,0
48,0
53,0
56,1
28,0
37,0
38,0
29,0
40,0
33,0
45,0
38,0
30,0
39,0
37,0
51,0
28,0
52,0
23,0
47,0
31,0
62,0
22,1
49,0
44,0
39,0
56,0
33,0
18,1
26,0
53,0
21,0
37,0
37,1
52,0
32,0
58,0
24,0
45,0
55,0
28,0
60,0
37,0
37,0
35,0
38,0
38,0
31,0
31,0
51,0
37,0
29,0
32,0
43,0
49,0
30,0
34,0
44,0
27,0
35,0
51,0
52,0
32,0
34,0
72,0
29,1
31,0
39,0
31,0
56,0
37,0
33,0
58,0
44,0
58,1
33,0
34,1
36,1
40,0
54,1
42,0
26,1
41,0
35,0
25,0
37,0
34,0
25,0
56,0
55,0
36,0
39,0
48,1
36,0
71,1
39,0
33,0
67,0
27,0
49,0
30,0
32,0
41,0
38,0
33,0
44,0
26,0
28,0
46,0
37,0
45,0
26,0
28,0
31,1
50,0
40,0
32,0
53,0
38,0
41,0
34,0
29,0
33,0
51,0
43,0
57,0
46,0
46,1
46,0
28,0
41,0
77,0
34,0
59,0
29,1
57,0
39,0
30,0
37,0
53,0
21,1
32,0
28,0
51,0
50,0
56,0
34,0
28,1
40,0
35,0
58,0
32,0
39,0
37,0
54,0
23,0
34,0
40,0
46,0
31,1
44,0
52,0
38,0
33,0
47,0
60,0
36,0
60,0
24,0
45,0
46,0
26,0
31,0
56,0
33,0
60,0
50,0
37,0
27,0
49,0
55,0
46,0
31,1
31,0
36,0
33,0
55,0
47,0
27,0
31,0
33,0
42,0
36,0
33,0
47,0
53,0
36,0
36,0
29,0
45,0
46,1
41,0
52,0
41,0
48,1
41,1
53,0
28,0
35,1
23,0
41,0
36,0
31,0
28,0
52,0
32,1
30,0
49,0
34,0
34,0
41,0
60,0
39,0
40,1
37,0
42,0
43,0
33,0
35,0
22,0
48,0
54,0
45,0
72,0
42,1
36,0
51,1
56,0
35,0
29,0
59,0
36,0
44,0
55,0
29,1
32,0
48,0
32,0
33,1
29,0
31,1
26,1
34,0
42,1
45,0
39,0
53,0
26,1
47,0
31,1
77,1
33,0
46,0
28,0
51,0
54,1
39,0
31,0
53,1
26,0
34,0
60,0
59,0
28,1
51,0
26,0
48,0
56,0
53,0
30,0
42,0
61,0
50,0
37,0
42,0
34,0
56,1
34,0
24,0
29,0
21,0
42,1
32,0
32,0
60,0
36,0
45,0
34,0
39,1
36,0
33,0
30,0
39,0
33,0
50,0
45,0
36,0
29,0
40,0
28,0
69,1
50,0
50,0
37,1
23,0
26,0
47,0
30,0
40,0
52,0
47,0
29,0
27,1
28,0
26,0
30,0
38,1
55,0
79,0
32,0
54,0
28,1
39,0
60,0
37,0
28,0
43,1
36,0
35,0
59,0
46,0
38,0
37,0
48,0
52,0
40,0
31,1
37,0
59,0
34,0
54,0
51,0
31,0
46,0
36,1
41,0
37,0
36,0
53,0
37,1
37,0
41,0
45,0
37,0
26,0
54,0
45,0
39,0
32,0
48,0
58,0
23,0
47,0
31,0
54,0
54,0
50,0
41,0
31,0
35,0
50,0
50,0
33,0
56,0
31,0
33,1
42,0
35,0
49,0
30,0
57,0
43,0
38,0
42,0
37,0
42,0
36,0
36,0
36,0
26,1
50,0
57,0
44,0
47,0
27,1
58,0
27,0
30,0
26,1
37,0
30,0
33,0
58,0
44,1
52,0
46,0
55,0
52,1
36,0
52,0
38,0
50,0
42,0
50,0
50,0
38,0
39,0
41,0
42,0
59,0
38,0
32,0
44,0
27,0
51,0
29,1
52,0
32,0
40,0
40,0
56,0
26,0
52,0
40,0
54,0
32,0
60,0
31,0
49,0
27,0
43,0
34,0
39,0
42,0
40,0
23,0
44,0
25,0
39,0
37,0
35,0
48,0
23,0
48,0
28,0
44,0
35,0
53,0
30,0
32,0
36,1
31,0
29,1
34,0
27,0
28,1
45,0
56,0
50,0
48,0
32,0
49,0
27,0
33,1
46,0
54,0
27,0
36,0
43,1
53,0
49,0
59,1
34,0
23,1
37,0
36,0
27,0
80,0
31,0
37,0
59,0
32,0
46,0
34,0
39,0
36,0
30,0
33,1
29,0
36,0
37,0
37,0
47,0
41,0
34,0
